_raw_log
"<5>1 2024-08-23T07:10:56Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|126|Unlock File|5|act=Unlock File suser=Cloud2-PRD-CPM1 fname=Root\Operating System-AMPAU-DDC-PRD-KUB-au.amp.local-pam_ddc_prd_kub_adm7 dvc= shost=54.79.135.89 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=ampau-ddc-prd-kub-adm cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:10:56Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|136|CPM Release Password|5|act=CPM Release Password suser=Cloud2-PRD-CPM1 fname=Root\Operating System-AMPAU-DDC-PRD-KUB-au.amp.local-pam_ddc_prd_kub_adm7 dvc= shost=54.79.135.89 dhost= duser=pam_ddc_prd_kub_adm7 externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=ampau-ddc-prd-kub-adm cs3Label=""Device Type"" cs3=Operating System cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:41Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser4 fname= dvc= shost=10.149.147.236 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:51Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser4 fname= dvc= shost=10.149.147.236 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:56Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser4 fname= dvc= shost=10.149.147.236 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:12:06Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser4 fname= dvc= shost=10.149.147.236 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:12:11Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser4 fname= dvc= shost=10.149.147.236 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:21Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser4 fname= dvc= shost=10.149.147.236 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:22Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|19|Full Gateway Connection|5|act=Full Gateway Connection suser=ServiceHealthCheck fname= dvc=10.149.147.236 shost=10.149.23.212 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1=PVWAGWUser cs2Label=""Safe Name"" cs2= cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5=10.149.147.236 cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:26Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser4 fname= dvc= shost=10.149.147.236 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:01Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser2 fname= dvc= shost=10.131.107.157 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:06Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser2 fname= dvc= shost=10.131.107.157 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:11Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser4 fname= dvc= shost=10.149.147.236 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:13Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|19|Full Gateway Connection|5|act=Full Gateway Connection suser=ServiceHealthCheck fname= dvc=10.149.147.236 shost=10.149.84.205 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1=PVWAGWUser cs2Label=""Safe Name"" cs2= cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5=10.149.147.236 cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:15Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser4 fname= dvc= shost=10.149.147.236 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWAConfig cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:15Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|99|Open File|5|act=Open File suser=PVWAAppUser4 fname=Root\Policies.xml dvc= shost=10.149.147.236 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWAConfig cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:16Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser4 fname= dvc= shost=10.149.147.236 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:13Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|7|Logon|5|act=Logon suser=ServiceHealthCheck fname= dvc=10.149.147.236 shost=10.149.84.205 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2= cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5=10.149.147.236 cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:16Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|8|Logoff|5|act=Logoff suser=ServiceHealthCheck fname= dvc=10.149.147.236 shost=10.149.84.205 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2= cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5=10.149.147.236 cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:26Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser2 fname= dvc= shost=10.131.107.157 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:10:56Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|24|CPM Change Password|5|act=CPM Change Password suser=Cloud2-PRD-CPM1 fname=Root\Operating System-AMPAU-DDC-PRD-KUB-au.amp.local-pam_ddc_prd_kub_adm7 dvc= shost=54.79.135.89 dhost= duser=pam_ddc_prd_kub_adm7 externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=ampau-ddc-prd-kub-adm cs3Label=""Device Type"" cs3=Operating System cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=OneTimePassword  msg=OneTimePassword"
"<5>1 2024-08-23T07:11:46Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser4 fname= dvc= shost=10.149.147.236 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:12:01Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser4 fname= dvc= shost=10.149.147.236 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:22Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|7|Logon|5|act=Logon suser=ServiceHealthCheck fname= dvc=10.149.147.236 shost=10.149.23.212 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2= cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5=10.149.147.236 cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:23Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|19|Full Gateway Connection|5|act=Full Gateway Connection suser=ServiceHealthCheck fname= dvc=10.149.147.236 shost=10.149.23.212 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1=PVWAGWUser cs2Label=""Safe Name"" cs2= cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5=10.149.147.236 cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:23Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|7|Logon|5|act=Logon suser=ServiceHealthCheck fname= dvc=10.149.147.236 shost=10.149.23.212 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2= cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5=10.149.147.236 cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:24Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|8|Logoff|5|act=Logoff suser=ServiceHealthCheck fname= dvc=10.149.147.236 shost=10.149.23.212 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2= cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5=10.149.147.236 cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:24Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|8|Logoff|5|act=Logoff suser=ServiceHealthCheck fname= dvc=10.149.147.236 shost=10.149.23.212 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2= cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5=10.149.147.236 cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:31Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser2 fname= dvc= shost=10.131.107.157 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:31Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser4 fname= dvc= shost=10.149.147.236 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:36Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser4 fname= dvc= shost=10.149.147.236 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:10:50Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser4 fname= dvc= shost=10.149.147.236 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:47Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|357|Monitor FW rules start|5|act=Monitor FW rules start suser=Batch fname= dvc= shost=0.0.0.0 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2= cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:47Z PEG-P-P-2-PASAAS-AP-SE-2-AMP-NP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|358|Monitor FW Rules end|5|act=Monitor FW Rules end suser=Batch fname= dvc= shost=0.0.0.0 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2= cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:51Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|296|Open Safe|5|act=Open Safe suser=PVWAAppUser2 fname= dvc= shost=10.131.107.157 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1= cs2Label=""Safe Name"" cs2=PVWATaskDefinitions cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5= cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
"<5>1 2024-08-23T07:11:56Z PEG-P-P-1-PASAAS-AP-SE-2-AMP-VAULT-BLUE CEF:0|Cyber-Ark|Vault|14.3.0000|19|Full Gateway Connection|5|act=Full Gateway Connection suser=ServiceHealthcheck fname= dvc=10.131.107.157 shost=10.131.24.158 dhost= duser= externalId= app= reason= cs1Label=""Affected User Name"" cs1=PVWAGWUser2 cs2Label=""Safe Name"" cs2= cs3Label=""Device Type"" cs3= cs4Label=""Database"" cs4= cs5Label=""Other info"" cs5=10.131.107.157 cn1Label=""Request Id"" cn1= cn2Label=""Ticket Id"" cn2=  msg="
